name,name_c,img,price,no_rates,rating_100,released,system_name,processor,windows,storage,display,Wifi,bluetooth,camera,slim,hdmi,usb,spec_score
Dell G15-5515 (D560804WIN9W) Laptop...,Dell G15-5515 (D560804WIN9W) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-g15-5515-d560804win9w-150437-v1-small-1.jpg?tr=q-80,71990,174,90,Mar 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5600H) 3.3 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,79
Asus Vivobook S430UA-EB091T Laptop ...,Asus Vivobook S430UA-EB091T Laptop (Core i3 8th Gen/8 GB/1 TB 256 GB SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/asus/-130882-v1-small-1.jpg?tr=q-80,44990,464,88,Nov 2018,- Windows 10,Intel Core i3 (8th Gen) 2.2 Ghz,Windows 10,"8 GB DDR4 RAM, 1 TB HDD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 18 mm,HDMI Port,3 USB Ports,
MSI Modern 14 C7M-283IN Laptop (AMD...,MSI Modern 14 C7M-283IN Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/msi/msi-c7m-283in-168211-v1-small-1.jpg?tr=q-80,41990,7,92,Mar 2025,- Windows 11,AMD Hexa-Core Ryzen 5 (7530U) 4.5 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,,76
Lenovo LOQ 15ARP9 Gen 9 (83JC00EHIN...,Lenovo LOQ 15ARP9 Gen 9 (83JC00EHIN) Laptop (AMD Octa Core Ryzen 7/24 GB/512 GB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-15arp9-gen-9-83jc00ehin-166975-v1-small-1.jpg?tr=q-80,91990,62,86,Jan 2025,- Windows 11,AMD Octa-Core Ryzen 7 (7435HS) 4.5 Ghz,Windows 11,"24 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Lenovo IdeaPad Slim 3 15IAH8 (83ER0...,Lenovo IdeaPad Slim 3 15IAH8 (83ER00KPIN) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-15iah8-83er00kpin-167110-v1-small-1.jpg?tr=q-80,50570,256,78,Dec 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Octa-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,80
Lenovo LOQ 15ARP9 (83JC00EGIN) Lapt...,Lenovo LOQ 15ARP9 (83JC00EGIN) Laptop (AMD Octa Core Ryzen 7/24 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-15arp9-83jc00egin-167063-v1-small-1.jpg?tr=q-80,82990,62,86,Dec 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7435HS) 4.5 Ghz,Windows 11,"24 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Apple MacBook Air M3 MC9D4HN/A Ultr...,Apple MacBook Air M3 MC9D4HN/A Ultrabook (Apple M3/16 GB/256 GB SSD/macOS Sequoia) price in India,//www.91-img.com/pictures/laptops/apple/apple-m3-mc9d4hn-a-165733-v1-small-1.jpg?tr=q-80,118990,6,100,Nov 2024,- macOS Sequoia,"Apple M3 4.1 Ghz, Octa-Core",macOS Sequoia,"16 GB Unified Memory RAM, 256 GB SSD","15.3"" (38.86 cm), 2880 x 1864 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 11.5 mm,,,84
Apple MacBook Air M3 MC8M4HN/A Ultr...,Apple MacBook Air M3 MC8M4HN/A Ultrabook (Apple M3/24 GB/512 GB SSD/macOS Sequoia) price in India,//www.91-img.com/pictures/laptops/apple/apple-m3-mc8m4hn-a-165717-v1-small-1.jpg?tr=q-80,136990,5,84,Nov 2024,- macOS Sequoia,"Apple M3 4.1 Ghz, Octa-Core",macOS Sequoia,"24 GB Unified Memory RAM, 512 GB SSD","13.6"" (34.54 cm), 2560 x 1664 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 11.3 mm,,,85
Dell Inspiron 15 3535 (IN3535YM9GN0...,Dell Inspiron 15 3535 (IN3535YM9GN001ORB1) Laptop (AMD Quad Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-3535-in3535ym9gn001orb1-165663-v1-small-1.jpg?tr=q-80,39490,65,90,Nov 2024,- Windows 11,AMD Quad-Core Ryzen 5 (7520U) 4.3 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,
Asus TUF Gaming F15 FX506HE-HN385WS...,Asus TUF Gaming F15 FX506HE-HN385WS Laptop (Core i7 11th Gen/16 GB/1 TB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fx506he-hn385ws-159123-v1-small-1.jpg?tr=q-80,74727,342,88,Sep 2023,- Windows 11,"Intel Core i7 (11th Gen) 4.6 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 10.3 mm,HDMI Port,,86
HP 14s-ef1000tu (511C6PA) Laptop (C...,HP 14s-ef1000tu (511C6PA) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-14s-ef1000tu-511c6pa-148924-v1-small-1.jpg?tr=q-80,43490,131,86,Apr 2022,- Windows 11,"Intel Core i3 (11th Gen) 3.0 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,,,
Asus Vivobook X515MA-BR004T Laptop ...,Asus Vivobook X515MA-BR004T Laptop (Celeron Dual Core/4 GB/1 TB/Windows 10) price in India,//www.91-img.com/pictures/laptops/asus/asus-x515ma-br004t-144567-v1-small-1.jpg?tr=q-80,28990,403,72,May 2021,- Windows 10,"Intel Celeron Dual-Core 1.1 Ghz, Dual-Core",Windows 10,"4 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1366 x 768 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
HP 15-bg003au (Z1D90PA) Laptop (AMD...,HP 15-bg003au (Z1D90PA) Laptop (AMD Quad Core E2/4 GB/500 GB/DOS) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-bg003au-z1d90pa-amd-quad-core-e2-4-gb-500-gb-dos-107280-small-1.jpg?tr=q-80,22746,1997,82,,- DOS,AMD Quad-Core APU (7110) 1.8 Ghz,DOS,"4 GB DDR3 RAM, 500 GB HDD","15.6"" (39.62 cm), 1366 x 768 px, LED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,3 USB Ports,
Asus Vivobook S 14 Flip TP3402VAO-L...,Asus Vivobook S 14 Flip TP3402VAO-LZ612WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-tp3402vao-lz612ws-168723-v2-small-1.jpg?tr=q-80,69990,5,56,Apr 2025,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1200 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,73
Asus Vivobook S 14 Flip TP3402VAO-L...,Asus Vivobook S 14 Flip TP3402VAO-LZ619WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-tp3402vao-lz619ws-168730-v1-small-1.jpg?tr=q-80,69990,5,56,Apr 2025,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1200 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,73
Asus TUF Gaming F16 FX607VB-RL076WS...,Asus TUF Gaming F16 FX607VB-RL076WS Laptop (Core 5 Series 2 /16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fx607vb-rl076ws-168110-v1-small-1.jpg?tr=q-80,73900,7,88,Mar 2025,- Windows 11,"Intel Core 5 (Series 2) 4.8 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","16"" (40.64 cm), 1920 x 1200 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,86
HP Pavilion x360 14-ek1152TU (B6PA4...,HP Pavilion x360 14-ek1152TU (B6PA4PA) Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-14-ek1152tu-b6pa4pa-167665-v1-small-1.jpg?tr=q-80,84490,14,88,Jan 2025,- Windows 11,"Intel Core i7 (13th Gen) 5 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,82
HP Victus 15-fb3025AX (B83U0PA) Lap...,HP Victus 15-fb3025AX (B83U0PA) Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-victus-15-fb3025ax-b83u0pa-laptop-amd-octa-core-ryzen-9-16-gb-1-tb-ssd-windows-11-8-gb-167301-v9-small-1.jpg?tr=q-80,101990,12,70,Jan 2025,- Windows 11,AMD Octa-Core Ryzen 9 (8945HS) 5.2 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Acer Nitro V ANV15-41 (NH.QPFSI.006...,Acer Nitro V ANV15-41 (NH.QPFSI.006) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/acer/acer-anv15-41-nh-qpfsi-006-166026-v1-small-1.jpg?tr=q-80,64990,26,84,Nov 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7732HS),Windows 11,"16 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TFT LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,85
Apple MacBook Pro M4 MX2H3HN/A Ultr...,Apple MacBook Pro M4 MX2H3HN/A Ultrabook (Apple M4 Pro/24 GB/512 GB SSD/macOS Sequoia) price in India,//www.91-img.com/pictures/laptops/apple/apple-m4-mx2h3hn-a-165676-v1-small-1.jpg?tr=q-80,191990,20,100,Nov 2024,- macOS Sequoia,Apple M4 Pro 4.5 Ghz,macOS Sequoia,"24 GB Unified Memory RAM, 512 GB SSD","14.2"" (36.07 cm), 3024 x 1964 px, Liquid Retina XDR Display",Wi-fi,Bluetooth,Web Camera,Slim 15.5 mm,HDMI Port,,87
Apple MacBook Air M3 MC8Q4HN/A Ultr...,Apple MacBook Air M3 MC8Q4HN/A Ultrabook (Apple M3/24 GB/512 GB SSD/macOS Sequoia) price in India,//www.91-img.com/pictures/laptops/apple/apple-m3-mc8q4hn-a-165729-v1-small-1.jpg?tr=q-80,147990,4,96,Nov 2024,- macOS Sequoia,"Apple M3 4.1 Ghz, Octa-Core",macOS Sequoia,"24 GB Unified Memory RAM, 512 GB SSD","13.6"" (34.54 cm), 2560 x 1664 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 11.3 mm,,,85
HP 250R G9 (B10MTAT) Laptop (Core i...,HP 250R G9 (B10MTAT) Laptop (Core i3 13th Gen/8 GB/512 GB SSD/DOS) price in India,//www.91-img.com/pictures/laptops/hp/hp-b10mtat-165459-v1-small-1.jpg?tr=q-80,32349,45,88,Oct 2024,- DOS,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",DOS,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 9.2 mm,HDMI Port,,78
MSI Thin 15 B12UCX-2471IN Laptop (C...,MSI Thin 15 B12UCX-2471IN Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-b12ucx-2471in-166714-v1-small-1.jpg?tr=q-80,49899,11,70,Oct 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 21.7 mm,HDMI Port,,85
MSI Modern 14 C7M-284IN Laptop (AMD...,MSI Modern 14 C7M-284IN Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/msi/msi-c7m-284in-168214-v1-small-1.jpg?tr=q-80,38990,5,88,Oct 2024,- Windows 11,AMD Hexa-Core Ryzen 5 (7530U) 4.5 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,,75
Asus Vivobook S15 K5504VAB-BN417WS ...,Asus Vivobook S15 K5504VAB-BN417WS Laptop (Core i9 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k5504vab-bn417ws-165233-v1-small-1.jpg?tr=q-80,83990,96,88,Oct 2024,- Windows 11,Intel Core i9 (13th Gen) 5.4 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,84
Dell Inspiron 14 Plus 7440 (OIN7440...,Dell Inspiron 14 Plus 7440 (OIN74402204A1RINU1) Laptop (Core Ultra 7/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-7440-oin74402204a1rinu1-165223-v1-small-1.jpg?tr=q-80,98290,28,76,Oct 2024,- Windows 11,Intel Core Ultra 7 4.8 Ghz,Windows 11,"16 GB LPDDR5X RAM, 1 TB SSD","14"" (35.56 cm), 2240 x 1400 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,85
Dell Inspiron 14 5440 (OIN544034040...,Dell Inspiron 14 5440 (OIN5440340401RINU1) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-5440-oin5440340401rinu1-166528-v1-small-1.jpg?tr=q-80,64990,26,84,Sep 2024,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1200 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.8 mm,HDMI Port,,81
MSI Crosshair 16 HX D14VGKG-668IN L...,MSI Crosshair 16 HX D14VGKG-668IN Laptop (Core i7 14th Gen/32 GB/1 TB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-d14vgkg-668in-164881-v1-small-1.jpg?tr=q-80,172990,5,96,Sep 2024,- Windows 11,Intel Core i7 (14th Gen) 5.5 Ghz,Windows 11,"32 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 2560 x 1600 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Asus TUF Gaming A15 FA566NCR-HN054W...,Asus TUF Gaming A15 FA566NCR-HN054WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fa566ncr-hn054ws-164865-v1-small-1.jpg?tr=q-80,68990,1294,88,Sep 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7435HS) 3.1 Ghz,Windows 11,"16 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,86
Asus VivoBook 15 X1500EA-EJ121WS La...,Asus VivoBook 15 X1500EA-EJ121WS Laptop (Intel Pentium Gold/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1500ea-ej121ws-164658-v1-small-1.jpg?tr=q-80,25990,122,82,Sep 2024,- Windows 11,"Intel Pentium Gold 2.0 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15"" (38.1 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,72
Asus VivoBook 15 X1504ZA-NJ520WS La...,Asus VivoBook 15 X1504ZA-NJ520WS Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-vivobook-15-x1504za-nj520ws-laptop-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-164656-v2-small-1.jpg?tr=q-80,40799,51,86,Sep 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,74
Lenovo Legion 5 15IRX9 (83JJ000DIN)...,Lenovo Legion 5 15IRX9 (83JJ000DIN) Laptop (Core i7 13th Gen/24 GB/512 GB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-15irx9-83jj000din-164756-v1-small-1.jpg?tr=q-80,107990,180,92,Aug 2024,- Windows 11,Intel Core i7 (13th Gen) 4.9 Ghz,Windows 11,"24 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Acer Aspire Lite AL15-52 (UN.431SI....,Acer Aspire Lite AL15-52 (UN.431SI.359) Laptop (Core i3 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-al15-52-un-431si-359-163697-v1-small-1.jpg?tr=q-80,33990,833,82,Jul 2024,- Windows 11,"Intel Core i3 (12th Gen) 4.4 Ghz, Hexa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,76
HP Spectre x360 16-aa0665TU (9T8K8P...,HP Spectre x360 16-aa0665TU (9T8K8PA) Laptop (Intel Core Ultra 7/32 GB/2 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-x360-16-aa0665tu-9t8k8pa-160414-v1-small-1.jpg?tr=q-80,179235,2,60,Jan 2024,- Windows 11,Intel Core Ultra 7 4.8 Ghz,Windows 11,"32 GB LPDDR5X RAM, 2 TB SSD","16"" (40.64 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.8 mm,HDMI Port,,
MSI Modern 14 C12M-671IN Laptop (Co...,MSI Modern 14 C12M-671IN Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/msi/msi-c12m-671in-157405-v1-small-1.jpg?tr=q-80,47990,185,86,Jun 2023,- Windows 11,"Intel Core i7 (12th Gen) 3.4 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,2 USB Ports,76
Samsung Galaxy Book 3 Pro 360 Intel...,Samsung Galaxy Book 3 Pro 360 Intel Evo NP960QFG-KA3IN Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/samsung/samsung-3-pro-360-np960qfg-ka3in-154628-v1-small-1.jpg?tr=q-80,119990,34,84,Feb 2023,- Windows 11,Intel Core i7 (13th Gen) 5.0 Ghz,Windows 11,"16 GB RAM, 1 TB SSD","16"" (40.64 cm), 2880 x 1800 px, AMOLED Display",Wi-fi,Bluetooth,Web Camera,Slim 13 mm,HDMI Port,,82
Lenovo Legion Y540 (81SY00UAIN) Lap...,Lenovo Legion Y540 (81SY00UAIN) Laptop (Core i5 9th Gen/8 GB/1 TB 256 GB SSD/Windows 10/4 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-y540-81sy00uain-144893-v1-small-1.jpg?tr=q-80,62990,242,84,Jun 2021,- Windows 10,"Intel Core i5 (9th Gen) 2.4 Ghz, Quad-Core",Windows 10,"8 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,2 USB Ports,72
Asus Zenbook Duo 14 Intel Evo UX482...,Asus Zenbook Duo 14 Intel Evo UX482EA-HY777TS Laptop (Core i7 11th Gen/16 GB/1 TB SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/asus/asus-ux482ea-hy777ts-144291-v1-small-1.jpg?tr=q-80,105871,21,92,Apr 2021,- Windows 10,"Intel Core i7 (11th Gen) 4.8 Ghz, Quad-Core",Windows 10,"16 GB LPDDR4X RAM, 1 TB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17 mm,HDMI Port,3 USB Ports,80
Asus VivoBook 15 X512DA-EJ1298TS Ul...,Asus VivoBook 15 X512DA-EJ1298TS Ultrabook (AMD Quad Core Ryzen 5/8 GB/1 TB 256 SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/asus/asus-x512da-ej1298ts-140447-v1-small-1.jpg?tr=q-80,47990,449,90,Jan 2021,- Windows 10,AMD Quad-Core Ryzen 5 (3500U) 3.7 Ghz,Windows 10,"8 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
Dell Inspiron 14 5409 (D560374WIN9P...,Dell Inspiron 14 5409 (D560374WIN9PE) Laptop (Core i7 11th Gen/8 GB/512 GB SSD/Windows 10/2 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-14-5409-d560374win9pe-142083-v1-small-1.jpg?tr=q-80,77850,32,76,Jan 2021,- Windows 10,"Intel Core i7 (11th Gen) 4.7 Ghz, Quad-Core",Windows 10,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 18 mm,HDMI Port,,74
HP 15s-EQ0144AU (275H3PA) Laptop (A...,HP 15s-EQ0144AU (275H3PA) Laptop (AMD Quad Core Ryzen 5/8 GB/512 GB SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/hp/hp-15s-eq0144au-275h3pa-141817-v1-small-1.jpg?tr=q-80,42990,525,88,Dec 2020,- Windows 10,AMD Quad-Core Ryzen 5 (3450U) 2.1 Ghz,Windows 10,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Asus Vivobook S430UA-EB151T Laptop ...,Asus Vivobook S430UA-EB151T Laptop (Core i3 8th Gen/8 GB/1 TB 256 GB SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/asus/-130884-v1-small-1.jpg?tr=q-80,54990,462,88,Nov 2018,- Windows 10,Intel Core i3 (8th Gen) 2.2 Ghz,Windows 10,"8 GB DDR4 RAM, 1 TB HDD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 18 mm,HDMI Port,3 USB Ports,
Lenovo Ideapad 330S (81F401FVIN) La...,Lenovo Ideapad 330S (81F401FVIN) Laptop (Core i3 8th Gen/4 GB/1 TB/Windows 10) price in India,//www.91-img.com/pictures/laptops/lenovo/-133249-v1-small-1.jpg?tr=q-80,38590,61,78,,- Windows 10,Intel Core i3 (8th Gen) 2.2 Ghz,Windows 10,"4 GB DDR4 RAM, 1 TB HDD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,2 USB Ports,
Acer Swift 5 SF514-52T (NX.GTMSI.01...,Acer Swift 5 SF514-52T (NX.GTMSI.015) Laptop (Core i7 8th Gen/8 GB/512 GB SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/acer/acer-swift-5-sf514-52t-nx-gtmsi-015-laptop-core-i7-8th-gen-8-gb-512-gb-ssd-windows-10-129747-v5-small-1.jpg?tr=q-80,98735,598,92,,- Windows 10,Intel Core i7 (8th Gen) 1.8 Ghz,Windows 10,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 14.9 mm,HDMI Port,2 USB Ports,
Asus ROG Flow Z13 GZ302EA-RU420WS L...,Asus ROG Flow Z13 GZ302EA-RU420WS Laptop (AMD Dodeca Core Ryzen AI Max/32 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-gz302ea-ru420ws-168987-v1-small-1.jpg?tr=q-80,199990,3,74,May 2025,- Windows 11,AMD Dodeca-Core (12 Cores) Ryzen AI Max (390) 5.0 Ghz,Windows 11,"32 GB LPDDR5X RAM, 1 TB SSD","13.4"" (34.04 cm), 2560 x 1600 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 14.9 mm,HDMI Port,,86
Asus ROG Strix G16 G615LR-S5190WS L...,Asus ROG Strix G16 G615LR-S5190WS Laptop (Core Ultra 9 Series 2 /32 GB/1 TB SSD/Windows 11/12 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-g615lr-s5190ws-168986-v1-small-1.jpg?tr=q-80,259249,3,66,May 2025,- Windows 11,Intel Core Ultra 9 (Series 2) 5.4 Ghz,Windows 11,"32 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 2560 x 1600 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
